File	Line	Term	Text
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335386.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335388.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335390.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335392.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335394.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335396.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335398.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335400.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335403.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335405.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335407.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335421.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335421.xml	15	TT	 <item id="7135" count="1" restock_delay="60" /> <!-- Scroll of Escape to the Town of Schuttgart. -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335421.xml	19	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335439.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335439.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335439.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335441.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335441.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335441.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335443.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335443.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335443.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335445.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335445.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335445.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335447.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335447.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335447.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335449.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335449.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335449.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335451.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335451.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335451.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335453.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335453.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335453.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335455.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335455.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335455.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335457.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335457.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335457.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335459.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335459.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335459.xml	18	TT	 <item id="8371" count="1" restock_delay="60" /> <!-- Recipe: Little Angel Wings (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335461.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335461.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335463.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335463.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335465.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335465.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335467.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335467.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335512.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335558.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335566.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335566.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335568.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335568.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335570.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335570.xml	4	TT	  <npc>35570</npc> <!-- Patty -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335570.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335572.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335572.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335574.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335574.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335576.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335576.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335578.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335578.xml	15	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335580.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335582.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335584.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335586.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335605.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335628.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335640.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335640.xml	19	TT	 <item id="6936" count="1" restock_delay="60" /> <!-- Recipe: Greater Swift Attack Potion (100%) -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335644.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0335645.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351001.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351021.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351022.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351023.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351024.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351025.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351026.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351421.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351441.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351442.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351443.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351444.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351445.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351446.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351841.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351861.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351862.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351863.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351864.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351865.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0351866.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352261.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352281.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352282.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352283.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352284.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352285.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
